"dian_yuan_shu","vip_shu","zong_jian_shu","ling_shou_jia_zong_e","zhe_kou_zong_e","vip_shi_ji_xiao_shou_e","ping_jun_wen_du","ke_liu_liang","shi_ji_xiao_shou_zong_e"
"2","1","2","1929.000","54.000","485.000","31","0","1875.000"
"2","1","3","1337.000","0.000","0.000","31","0","1337.000"
"2","1","2","1689.000","387.000","539.000","31","0","1302.000"
"2","2","5","3495.000","350.000","3145.000","31","0","3145.000"
"2","2","6","3234.000","324.000","2910.000","31","0","2910.000"
"4","4","17","11516.000","1153.000","10363.000","31","0","10363.000"
"1","0","1","899.000","0.000","0.000","31","0","899.000"
"1","1","1","1290.000","129.000","1161.000","31","0","1161.000"
"2","2","6","2934.000","6.000","54.000","31","0","2928.000"
"3","1","1","1169.000","251.000","450.000","31","0","918.000"
"2","2","2","738.000","74.000","664.000","31","0","664.000"
"1","1","2","1238.000","124.000","1114.000","31","0","1114.000"
"2","1","3","2497.000","150.000","1348.000","31","0","2347.000"
"1","0","2","1698.000","0.000","0.000","31","0","1698.000"
"3","1","3","1667.000","161.000","449.000","31","0","1506.000"
"2","1","2","1759.000","37.000","332.000","31","0","1722.000"
"3","3","5","4026.000","523.000","3503.000","31","0","3503.000"
"3","1","5","3166.000","0.000","0.000","31","0","3166.000"
"2","1","5","3426.000","242.000","988.000","31","0","3184.000"
"2","2","7","5524.000","535.000","4812.000","31","0","4989.000"
"1","0","1","239.000","0.000","0.000","30","0","239.000"
"2","1","5","3426.000","40.000","359.000","30","0","3386.000"
"1","1","1","439.000","44.000","395.000","30","0","395.000"
"1","0","1","99.000","0.000","0.000","30","0","99.000"
"4","3","5","3105.000","194.000","1743.000","30","0","2911.000"
"3","2","4","2466.000","490.000","629.000","30","0","1976.000"
"1","0","1","669.000","201.000","0.000","30","0","468.000"
"2","1","4","2667.000","179.000","1610.000","30","0","2488.000"
"1","1","7","5164.000","0.000","0.000","30","0","5164.000"
"1","1","1","569.000","57.000","512.000","30","0","512.000"
"3","0","7","4934.000","702.000","0.000","30","0","4232.000"
"3","3","7","4504.000","64.000","575.000","30","0","4440.000"
"2","0","3","1607.000","0.000","0.000","30","0","1607.000"
"3","3","6","4895.000","490.000","4405.000","30","0","4405.000"
"3","1","4","2296.000","80.000","718.000","30","0","2216.000"
"3","2","17","10053.000","525.000","4716.000","30","0","9528.000"
"1","1","1","539.000","54.000","485.000","30","0","485.000"
"3","3","11","7340.000","151.000","1356.000","30","0","7189.000"
"1","0","1","1390.000","417.000","0.000","30","0","973.000"
"1","0","1","799.000","0.000","0.000","30","0","799.000"
"2","2","6","3744.000","174.000","1563.000","30","0","3570.000"
"3","0","4","2406.000","0.000","0.000","30","0","2406.000"
"1","1","4","5727.000","1639.000","359.000","30","0","4088.000"
"4","2","20","14252.000","941.000","8456.000","30","0","13311.000"
"4","2","7","6866.000","1364.000","449.000","30","0","5502.000"
"5","2","11","6510.000","402.000","3611.000","30","0","6108.000"
"1","1","2","1368.000","137.000","1231.000","30","0","1231.000"
"3","1","7","5734.000","845.000","0.000","30","0","4889.000"
"1","0","4","2306.000","0.000","0.000","30","0","2306.000"
"3","4","5","4387.000","439.000","3948.000","30","0","3948.000"
"1","0","2","1008.000","0.000","0.000","30","0","1008.000"
"2","2","5","3436.000","233.000","2095.000","30","0","3203.000"
"1","1","2","998.000","100.000","898.000","30","0","898.000"
"4","2","8","5833.000","0.000","0.000","30","0","5833.000"
"2","0","0","60.000","0.000","0.000","30","0","60.000"
"2","1","4","3597.000","84.000","0.000","30","0","3513.000"
"4","4","13","8268.000","1017.000","1321.000","30","0","7251.000"
"1","0","1","769.000","0.000","0.000","30","0","769.000"
"1","1","2","938.000","94.000","844.000","30","0","844.000"
"1","0","1","1290.000","0.000","0.000","30","0","1290.000"
"1","1","4","3348.000","335.000","3013.000","30","0","3013.000"
"1","0","1","499.000","25.000","0.000","30","0","474.000"
"3","3","4","4339.000","325.000","2924.000","30","0","4014.000"
"1","0","1","539.000","0.000","0.000","30","0","539.000"
"3","3","6","3965.000","10.000","90.000","30","0","3955.000"
"2","1","4","2266.000","50.000","449.000","30","0","2216.000"
"2","1","5","3605.000","284.000","2552.000","30","0","3321.000"
"1","2","2","938.000","15.000","0.000","30","0","923.000"
"1","0","1","469.000","0.000","0.000","30","0","469.000"
"1","0","2","1929.000","579.000","0.000","30","0","1350.000"
"1","1","2","1038.000","104.000","934.000","30","0","934.000"
"2","2","5","2875.000","175.000","539.000","30","0","2700.000"
"2","2","4","2066.000","207.000","1859.000","30","0","1859.000"
"4","2","9","5111.000","412.000","3700.000","30","0","4699.000"
"2","2","2","1198.000","85.000","449.000","30","0","1113.000"
"2","2","3","1897.000","100.000","898.000","30","0","1797.000"
"1","0","1","399.000","0.000","0.000","30","0","399.000"
"1","1","5","3356.000","0.000","0.000","30","0","3356.000"
"3","3","8","4963.000","350.000","3146.000","30","0","4613.000"
"4","2","10","4850.000","184.000","1653.000","30","0","4666.000"
"1","1","3","2267.000","227.000","2040.000","30","0","2040.000"
"1","0","3","1437.000","0.000","0.000","30","0","1437.000"
"1","1","1","769.000","77.000","692.000","30","0","692.000"
"1","0","1","469.000","141.000","0.000","30","0","328.000"
"4","4","7","4903.000","250.000","2247.000","30","0","4653.000"
"1","1","2","778.000","78.000","700.000","30","0","700.000"
"1","1","4","2306.000","231.000","2075.000","30","0","2075.000"
"2","1","4","2636.000","40.000","359.000","30","0","2596.000"
"2","2","7","4404.000","441.000","3963.000","30","0","3963.000"
"3","2","8","6233.000","570.000","5124.000","30","0","5663.000"
"1","1","1","499.000","50.000","449.000","30","0","449.000"
"3","3","10","7442.000","139.000","1251.000","30","0","7303.000"
"1","1","1","439.000","0.000","0.000","30","0","439.000"
"1","0","1","439.000","0.000","0.000","30","0","439.000"
"1","1","3","1237.000","0.000","0.000","30","0","1237.000"
"1","1","2","1989.000","0.000","0.000","30","0","1989.000"
"1","1","2","1138.000","114.000","1024.000","29","0","1024.000"
"1","1","2","1298.000","130.000","1168.000","29","0","1168.000"
"3","3","8","4252.000","44.000","395.000","29","0","4208.000"
"2","2","2","678.000","44.000","395.000","29","0","634.000"
"4","1","5","3156.000","184.000","1430.000","29","0","2972.000"
"1","0","1","599.000","0.000","0.000","29","0","599.000"
"2","0","3","1777.000","0.000","0.000","29","0","1777.000"
"2","2","8","5503.000","97.000","0.000","29","0","5406.000"
"3","3","9","4681.000","563.000","3790.000","29","0","4118.000"
"2","1","3","1507.000","0.000","0.000","29","0","1507.000"
"2","2","9","5351.000","298.000","2677.000","29","0","5053.000"
"2","2","7","6224.000","1339.000","4086.000","30","0","4885.000"
"1","0","1","469.000","0.000","0.000","30","0","469.000"
"4","2","6","3064.000","147.000","1320.000","30","0","2917.000"
"2","1","9","6483.000","0.000","0.000","30","0","6483.000"
"2","1","1","1029.000","80.000","504.000","30","0","949.000"
"4","2","5","4696.000","280.000","359.000","30","0","4416.000"
"3","3","8","4912.000","0.000","0.000","30","0","4912.000"
"2","2","4","2076.000","158.000","1419.000","30","0","1918.000"
"4","1","7","4964.000","77.000","692.000","30","0","4887.000"
"4","2","8","6945.000","451.000","4058.000","30","0","6494.000"
"2","1","4","2536.000","0.000","0.000","30","0","2536.000"
"1","1","1","539.000","54.000","485.000","29","0","485.000"
"2","1","4","3457.000","177.000","1590.000","29","0","3280.000"
"2","1","5","3235.000","0.000","0.000","29","0","3235.000"
"2","1","3","1737.000","70.000","629.000","29","0","1667.000"
"3","2","7","4143.000","100.000","898.000","29","0","4043.000"
"3","3","8","4503.000","50.000","449.000","29","0","4453.000"
"1","1","1","599.000","60.000","539.000","29","0","539.000"
"3","2","5","2605.000","64.000","0.000","29","0","2541.000"
"4","3","6","2514.000","37.000","332.000","29","0","2477.000"
"2","1","4","2706.000","0.000","0.000","29","0","2706.000"
"1","0","1","469.000","0.000","0.000","29","0","469.000"
"1","1","2","998.000","0.000","0.000","29","0","998.000"
"1","0","1","799.000","0.000","0.000","30","0","799.000"
"2","2","2","1398.000","140.000","1258.000","30","0","1258.000"
"2","3","8","6324.000","439.000","3948.000","30","0","5885.000"
"2","2","2","2780.000","278.000","2502.000","30","0","2502.000"
"2","1","6","4895.000","309.000","2779.000","30","0","4586.000"
"1","1","5","3226.000","0.000","0.000","30","0","3226.000"
"3","2","7","4764.000","0.000","0.000","30","0","4764.000"
"3","2","9","10765.000","1478.000","7115.000","30","0","9287.000"
"2","2","8","8033.000","804.000","7229.000","30","0","7229.000"
"2","2","2","1538.000","100.000","899.000","30","0","1438.000"
"2","1","4","2036.000","74.000","664.000","30","0","1962.000"
"1","0","1","499.000","0.000","0.000","30","0","499.000"
"1","1","2","1068.000","107.000","961.000","30","0","961.000"
"1","1","4","2236.000","112.000","0.000","30","0","2124.000"
"1","1","1","899.000","0.000","0.000","30","0","899.000"
"3","3","5","3235.000","70.000","629.000","30","0","3165.000"
"2","2","5","3256.000","326.000","2930.000","30","0","2930.000"
"1","1","2","1138.000","70.000","629.000","30","0","1068.000"
"2","0","6","4595.000","1568.000","0.000","30","0","3027.000"
"1","1","1","1090.000","109.000","981.000","30","0","981.000"
"1","1","1","1290.000","129.000","1161.000","31","0","1161.000"
"1","2","3","1307.000","131.000","1176.000","31","0","1176.000"
"2","3","6","3414.000","342.000","3072.000","31","0","3072.000"
"1","1","1","839.000","0.000","0.000","31","0","839.000"
"2","2","4","3987.000","399.000","3588.000","31","0","3588.000"
"1","1","2","1438.000","0.000","0.000","31","0","1438.000"
"3","2","10","6530.000","354.000","3180.000","31","0","6176.000"
"2","3","7","5484.000","0.000","0.000","31","0","5484.000"
"2","1","3","1997.000","50.000","449.000","31","0","1947.000"
"2","1","3","2007.000","164.000","1474.000","31","0","1843.000"
"3","3","7","5463.000","421.000","2845.000","31","0","5042.000"
"2","2","2","1468.000","77.000","692.000","31","0","1391.000"
"1","1","1","639.000","0.000","0.000","31","0","639.000"
"1","1","2","898.000","90.000","808.000","31","0","808.000"
"3","2","2","2489.000","70.000","629.000","31","0","2419.000"
"3","2","10","6650.000","456.000","215.000","31","0","6194.000"
"3","1","6","4565.000","286.000","2282.000","31","0","4279.000"
"1","0","1","499.000","0.000","0.000","31","0","499.000"
"1","1","2","1689.000","85.000","0.000","30","0","1604.000"
"1","1","1","1290.000","0.000","0.000","30","0","1290.000"
"1","1","5","3296.000","233.000","1204.000","30","0","3063.000"
"2","2","3","1707.000","121.000","629.000","30","0","1586.000"
"1","0","1","639.000","0.000","0.000","30","0","639.000"
"3","3","6","4525.000","383.000","3443.000","30","0","4142.000"
"2","1","5","3135.000","174.000","1563.000","30","0","2961.000"
"1","1","1","699.000","0.000","0.000","30","0","699.000"
"1","0","1","499.000","0.000","0.000","30","0","499.000"
"4","3","5","3175.000","336.000","1563.000","30","0","2839.000"
"1","0","1","769.000","0.000","0.000","29","0","769.000"
"1","1","2","1198.000","120.000","1078.000","29","0","1078.000"
"1","1","1","699.000","210.000","489.000","29","0","489.000"
"1","1","3","2688.000","0.000","0.000","29","0","2688.000"
"1","1","2","1459.000","146.000","1313.000","29","0","1313.000"
"2","1","4","2176.000","27.000","0.000","29","0","2149.000"
"2","0","3","1997.000","0.000","0.000","29","0","1997.000"
"1","1","1","199.000","20.000","179.000","29","0","179.000"
"4","2","9","4551.000","158.000","754.000","29","0","4393.000"
"4","4","9","6783.000","199.000","1790.000","29","0","6584.000"
"2","2","2","1198.000","120.000","1078.000","29","0","1078.000"
"2","2","4","3106.000","311.000","2795.000","29","0","2795.000"
"2","3","4","1916.000","258.000","1241.000","29","0","1658.000"
"3","4","9","5251.000","208.000","1868.000","29","0","5043.000"
"3","1","4","2076.000","414.000","269.000","29","0","1662.000"
"4","2","13","8879.000","327.000","763.000","29","0","8552.000"
"2","2","3","2488.000","313.000","2175.000","29","0","2175.000"
"5","3","10","8191.000","264.000","2372.000","29","0","7927.000"
"2","2","2","938.000","24.000","215.000","29","0","914.000"
"1","1","4","2606.000","261.000","2345.000","29","0","2345.000"
"1","1","1","539.000","54.000","485.000","30","0","485.000"
"3","4","6","4365.000","383.000","3443.000","30","0","3982.000"
"2","1","4","2276.000","158.000","1419.000","30","0","2118.000"
"3","2","2","1498.000","150.000","1348.000","30","0","1348.000"
"3","2","4","3076.000","138.000","1240.000","30","0","2938.000"
"6","5","15","11827.000","1227.000","8001.000","30","0","10600.000"
"2","0","2","1798.000","0.000","0.000","30","0","1798.000"
"4","4","13","11861.000","1162.000","6968.000","30","0","10699.000"
"3","2","8","6845.000","643.000","5405.000","30","0","6202.000"
"6","5","16","10835.000","865.000","7773.000","30","0","9970.000"
"2","1","3","2297.000","145.000","539.000","30","0","2152.000"
"1","1","1","699.000","0.000","0.000","30","0","699.000"
"1","0","2","938.000","48.000","0.000","29","0","890.000"
"3","2","9","5911.000","344.000","3091.000","29","0","5567.000"
"3","2","5","3045.000","275.000","1204.000","29","0","2770.000"
"2","3","2","2189.000","547.000","2341.000","29","0","1642.000"
"4","4","9","8204.000","219.000","1970.000","29","0","7985.000"
"1","1","1","1090.000","327.000","0.000","29","0","763.000"
"2","4","7","5645.000","565.000","5080.000","29","0","5080.000"
"3","4","8","4652.000","0.000","0.000","29","0","4652.000"
"1","1","6","6367.000","0.000","0.000","29","0","6367.000"
"1","1","2","1598.000","160.000","1438.000","29","0","1438.000"
"1","1","2","1989.000","319.000","1251.000","29","0","1670.000"
"1","0","1","469.000","0.000","0.000","29","0","469.000"
"4","3","11","8411.000","553.000","4970.000","29","0","7858.000"
"3","4","11","8560.000","679.000","4706.000","29","0","7881.000"
"2","0","2","1989.000","0.000","0.000","29","0","1989.000"
"4","3","10","6361.000","393.000","3533.000","29","0","5968.000"
"5","3","8","5243.000","475.000","2092.000","29","0","4768.000"
"3","2","6","4265.000","0.000","0.000","29","0","4265.000"
"1","1","1","999.000","0.000","0.000","29","0","999.000"
"1","1","1","799.000","0.000","0.000","29","0","799.000"
"1","1","1","599.000","0.000","0.000","29","0","599.000"
"1","1","1","1090.000","0.000","0.000","29","0","1090.000"
"2","1","4","2576.000","346.000","1923.000","29","0","2230.000"
"1","0","1","669.000","0.000","0.000","29","0","669.000"
"1","0","1","1290.000","387.000","0.000","29","0","903.000"
"3","3","5","2775.000","224.000","2012.000","29","0","2551.000"
"5","3","7","4384.000","50.000","449.000","29","0","4334.000"
"1","0","3","1297.000","0.000","0.000","29","0","1297.000"
"3","3","10","7221.000","270.000","2426.000","29","0","6951.000"
"2","2","6","4985.000","339.000","3048.000","29","0","4646.000"
"3","2","3","1437.000","120.000","209.000","29","0","1317.000"
"2","2","3","1988.000","90.000","209.000","29","0","1898.000"
"1","1","3","3058.000","306.000","2752.000","30","0","2752.000"
"3","3","3","2728.000","411.000","755.000","30","0","2317.000"
"2","2","7","4434.000","129.000","1161.000","30","0","4305.000"
"2","2","2","3680.000","0.000","0.000","30","0","3680.000"
"2","1","3","2137.000","100.000","899.000","30","0","2037.000"
"1","0","2","1198.000","180.000","0.000","30","0","1018.000"
"1","0","1","1390.000","417.000","0.000","30","0","973.000"
"1","1","2","2580.000","0.000","0.000","30","0","2580.000"
"2","2","2","2129.000","64.000","575.000","30","0","2065.000"
"3","1","7","4113.000","218.000","1958.000","30","0","3895.000"
"1","1","3","2177.000","0.000","0.000","29","0","2177.000"
"2","2","3","1297.000","130.000","1167.000","29","0","1167.000"
"1","0","1","399.000","0.000","0.000","29","0","399.000"
"1","0","1","1190.000","357.000","0.000","29","0","833.000"
"3","1","6","4405.000","1055.000","880.000","29","0","3350.000"
"5","5","9","7313.000","886.000","4755.000","29","0","6427.000"
"2","1","2","1698.000","100.000","899.000","29","0","1598.000"
"1","1","3","2197.000","220.000","1977.000","29","0","1977.000"
