"dian_yuan_shu","vip_shu","zong_jian_shu","ling_shou_jia_zong_e","zhe_kou_zong_e","vip_shi_ji_xiao_shou_e","ping_jun_wen_du","ke_liu_liang","shi_ji_xiao_shou_zong_e"
"5","2","13","6897.000","2324.000","1134.000","31","113","4573.000"
"5","2","10","5931.000","2104.000","1520.000","31","80","3827.000"
"4","2","7","4634.000","1421.000","934.000","31","101","3213.000"
"4","3","7","4703.000","1268.000","351.000","31","95","3435.000"
"4","4","8","3662.000","1823.000","734.000","31","79","1839.000"
"5","3","12","5568.000","1665.000","1721.000","31","101","3903.000"
"3","1","6","4186.000","2152.000","332.000","31","130","2034.000"
"3","2","7","4634.000","2191.000","946.000","31","119","2443.000"
"4","2","12","5618.000","2395.000","707.000","31","31","3223.000"
"1","0","2","1598.000","480.000","0.000","30","35","1118.000"
"2","0","9","4221.000","1827.000","0.000","30","57","2394.000"
"2","2","6","3074.000","1274.000","653.000","30","93","1800.000"
"4","0","9","5142.000","2275.000","0.000","30","132","2867.000"
"3","1","6","3275.000","1332.000","539.000","30","153","1943.000"
"8","1","18","9792.000","2669.000","0.000","30","262","7123.000"
"7","3","23","12417.000","5746.000","1917.000","30","242","6671.000"
"7","2","19","9251.000","3439.000","1321.000","30","177","5812.000"
"5","2","14","9860.000","4102.000","1809.000","30","168","5758.000"
"2","2","7","4995.000","2461.000","925.000","30","127","2534.000"
"5","3","17","9244.000","3340.000","718.000","30","193","5904.000"
"5","2","18","8032.000","3059.000","0.000","30","104","4973.000"
"2","0","7","3483.000","1745.000","0.000","30","21","1738.000"
"1","1","1","399.000","0.000","0.000","29","36","399.000"
"2","0","2","738.000","370.000","0.000","29","66","368.000"
"2","1","7","3153.000","728.000","790.000","29","115","2425.000"
"5","3","13","7498.000","2257.000","3862.000","29","124","5241.000"
"7","2","15","7675.000","2166.000","1460.000","29","193","5509.000"
"9","1","23","12938.000","6757.000","222.000","29","147","6181.000"
"4","0","7","3403.000","1705.000","0.000","29","155","1698.000"
"5","3","9","4051.000","1541.000","1176.000","29","151","2510.000"
"6","4","19","10583.000","4071.000","1295.000","29","145","6512.000"
"5","2","12","7748.000","2370.000","588.000","29","75","5378.000"
"2","0","5","2945.000","1475.000","0.000","29","56","1470.000"
"1","0","2","1398.000","400.000","0.000","29","11","998.000"
"2","1","5","2475.000","700.000","988.000","28","11","1775.000"
"1","1","2","478.000","207.000","271.000","28","21","271.000"
"2","0","3","1407.000","705.000","0.000","28","61","702.000"
"4","2","9","6673.000","3205.000","0.000","28","61","3468.000"
"5","4","9","4401.000","1488.000","1124.000","28","104","2913.000"
"4","6","12","7179.000","2361.000","2645.000","28","89","4818.000"
"6","3","24","13868.000","4643.000","4002.000","28","78","9225.000"
"2","0","5","2145.000","955.000","0.000","28","55","1190.000"
"4","0","7","3493.000","1546.000","0.000","28","70","1947.000"
"4","0","4","3618.000","1312.000","0.000","28","82","2306.000"
"2","1","7","4824.000","2061.000","0.000","28","53","2763.000"
"1","0","2","838.000","220.000","0.000","28","3","618.000"
"1","1","1","699.000","350.000","0.000","28","43","349.000"
"2","0","2","1329.000","545.000","0.000","28","27","784.000"
"1","0","2","1498.000","0.000","0.000","28","53","1498.000"
"4","2","7","4404.000","1557.000","818.000","28","73","2847.000"
"3","1","4","2696.000","180.000","719.000","28","69","2516.000"
"4","3","8","3211.000","284.000","1239.000","28","43","2927.000"
"4","1","5","3145.000","374.000","1384.000","28","46","2771.000"
"3","2","9","4631.000","742.000","2122.000","28","116","3889.000"
"2","2","9","4351.000","1572.000","208.000","28","36","2779.000"
"1","1","2","898.000","50.000","449.000","28","49","848.000"
"1","0","1","439.000","0.000","0.000","28","37","439.000"
"1","0","1","1190.000","595.000","0.000","28","6","595.000"
"1","0","1","469.000","0.000","0.000","29","16","469.000"
"3","3","7","5937.000","2388.000","2459.000","29","51","3549.000"
"2","1","6","3014.000","80.000","719.000","29","33","2934.000"
"2","1","8","6293.000","580.000","5214.000","29","39","5713.000"
"2","2","10","4950.000","1263.000","1329.000","29","69","3687.000"
"2","1","3","1347.000","405.000","0.000","29","69","942.000"
"3","2","7","4303.000","523.000","1707.000","29","23","3780.000"
"1","2","6","3834.000","902.000","2499.000","29","48","2932.000"
"3","2","8","4102.000","651.000","2703.000","29","63","3451.000"
"3","3","7","3303.000","929.000","1293.000","29","56","2374.000"
"2","1","6","2514.000","828.000","1467.000","29","45","1686.000"
"2","2","4","2236.000","120.000","1078.000","29","12","2116.000"
"2","1","2","1098.000","50.000","449.000","29","33","1048.000"
"1","0","1","499.000","250.000","0.000","29","34","249.000"
"4","4","12","7019.000","1462.000","1481.000","29","63","5557.000"
"3","1","6","3374.000","291.000","1348.000","29","73","3083.000"
"5","0","8","5493.000","915.000","0.000","29","52","4578.000"
"2","0","2","738.000","370.000","0.000","29","74","368.000"
"4","2","8","4603.000","1689.000","705.000","29","39","2914.000"
"3","1","10","4850.000","1138.000","384.000","29","61","3712.000"
"3","3","11","6399.000","1532.000","2518.000","29","68","4867.000"
"3","4","11","5779.000","98.000","880.000","29","51","5681.000"
"1","1","2","908.000","155.000","753.000","29","8","753.000"
"2","1","5","3175.000","1270.000","719.000","29","16","1905.000"
"4","1","11","5509.000","1521.000","1752.000","29","35","3988.000"
"4","2","9","4241.000","631.000","733.000","29","68","3610.000"
"4","3","9","5131.000","719.000","2016.000","29","77","4412.000"
"2","2","2","1268.000","367.000","332.000","29","57","901.000"
"4","4","10","4970.000","375.000","823.000","29","49","4595.000"
"1","0","4","1876.000","282.000","0.000","29","80","1594.000"
"4","2","9","5151.000","467.000","512.000","29","83","4684.000"
"2","2","5","4496.000","1314.000","915.000","29","37","3182.000"
"1","1","1","469.000","141.000","328.000","29","14","328.000"
"1","0","1","399.000","200.000","0.000","29","48","199.000"
"3","0","9","5751.000","2315.000","0.000","29","77","3436.000"
"2","0","4","2966.000","1150.000","0.000","29","86","1816.000"
"3","1","6","4374.000","1852.000","1385.000","29","90","2522.000"
"3","3","6","3084.000","1185.000","898.000","29","157","1899.000"
"5","1","10","5801.000","2290.000","0.000","29","131","3511.000"
"7","4","19","10511.000","3521.000","2974.000","29","139","6990.000"
"2","1","4","2927.000","1289.000","395.000","29","103","1638.000"
"4","3","22","11178.000","1330.000","7265.000","29","92","9848.000"
"4","1","5","2345.000","1175.000","249.000","29","77","1170.000"
"3","1","7","4985.000","1415.000","0.000","29","109","3570.000"
"1","0","1","899.000","0.000","0.000","29","22","899.000"
"1","0","2","1238.000","641.000","0.000","29","43","597.000"
"2","2","4","2866.000","647.000","2219.000","29","30","2219.000"
"1","1","1","469.000","47.000","422.000","29","57","422.000"
"2","2","8","4613.000","1374.000","602.000","29","75","3239.000"
"5","4","15","7895.000","1124.000","1769.000","29","116","6771.000"
"5","1","13","7317.000","2478.000","817.000","29","173","4839.000"
"7","4","16","9106.000","2390.000","482.000","29","153","6716.000"
"7","2","13","7987.000","2415.000","1985.000","29","181","5572.000"
"5","2","13","6047.000","1143.000","1869.000","29","84","4904.000"
"6","1","14","8107.000","2694.000","3570.000","29","72","5413.000"
"5","1","11","5559.000","1155.000","0.000","29","74","4404.000"
"5","2","7","4474.000","950.000","1212.000","29","60","3524.000"
"2","0","3","1967.000","522.000","0.000","29","22","1445.000"
"1","1","9","4821.000","700.000","0.000","30","41","4121.000"
"3","3","4","2587.000","539.000","2048.000","30","21","2048.000"
"3","2","6","4195.000","1350.000","0.000","30","61","2845.000"
"3","4","9","5171.000","1223.000","2730.000","30","63","3948.000"
"3","2","6","3544.000","900.000","0.000","30","70","2644.000"
"2","1","4","2176.000","24.000","215.000","30","65","2152.000"
"3","0","4","3096.000","180.000","0.000","30","49","2916.000"
"1","0","3","1967.000","600.000","0.000","30","49","1367.000"
"4","2","10","5270.000","94.000","844.000","30","63","5176.000"
"4","1","7","4624.000","1825.000","719.000","30","53","2799.000"
"1","1","2","1959.000","752.000","1207.000","30","8","1207.000"
"3","2","7","4533.000","414.000","3360.000","29","22","4119.000"
"3","2","10","5400.000","100.000","898.000","29","24","5300.000"
"3","1","4","2016.000","104.000","934.000","29","34","1912.000"
"2","2","3","1567.000","157.000","1410.000","29","32","1410.000"
"3","2","10","5370.000","408.000","2856.000","29","72","4962.000"
"4","4","9","3831.000","509.000","790.000","29","43","3322.000"
"4","1","4","2206.000","50.000","449.000","29","68","2156.000"
"2","0","3","1437.000","723.000","0.000","29","45","714.000"
"2","1","6","2544.000","168.000","1508.000","29","59","2376.000"
"1","1","1","1090.000","109.000","981.000","29","44","981.000"
"1","1","2","968.000","97.000","871.000","30","35","871.000"
"1","1","4","2036.000","204.000","1832.000","30","32","1832.000"
"2","1","4","3336.000","79.000","0.000","30","39","3257.000"
"2","2","9","5102.000","160.000","1437.000","30","38","4942.000"
"3","1","3","2467.000","350.000","349.000","30","59","2117.000"
"2","1","2","898.000","200.000","199.000","30","62","698.000"
"5","1","11","5289.000","70.000","629.000","30","51","5219.000"
"3","0","5","2915.000","324.000","0.000","30","76","2591.000"
"5","3","13","8999.000","1410.000","899.000","30","65","7589.000"
"3","2","7","4373.000","604.000","1473.000","30","60","3769.000"
"1","1","2","938.000","0.000","0.000","30","42","938.000"
"1","1","1","269.000","135.000","134.000","30","37","134.000"
"3","2","4","2396.000","50.000","449.000","30","51","2346.000"
"1","1","2","1198.000","120.000","1078.000","30","58","1078.000"
"3","2","4","2206.000","134.000","1203.000","30","63","2072.000"
"2","1","2","1208.000","320.000","0.000","30","32","888.000"
"3","2","9","5351.000","489.000","4393.000","30","36","4862.000"
"1","1","1","599.000","60.000","539.000","30","47","539.000"
"3","2","4","3006.000","461.000","2346.000","30","59","2545.000"
"3","4","7","4883.000","0.000","0.000","30","63","4883.000"
"2","1","3","1537.000","0.000","0.000","30","10","1537.000"
"1","0","1","539.000","0.000","0.000","31","21","539.000"
"3","2","9","4551.000","22.000","0.000","31","48","4529.000"
"2","1","2","1398.000","70.000","629.000","31","61","1328.000"
"4","2","7","3503.000","180.000","0.000","31","81","3323.000"
"2","2","6","4044.000","0.000","0.000","31","67","4044.000"
"2","1","4","2596.000","0.000","0.000","31","48","2596.000"
"2","1","4","2306.000","284.000","934.000","31","63","2022.000"
"1","2","2","1398.000","140.000","1258.000","31","76","1258.000"
"3","2","4","2376.000","184.000","1653.000","31","77","2192.000"
"2","1","4","2836.000","455.000","1528.000","31","58","2381.000"
"1","0","3","2067.000","0.000","0.000","31","16","2067.000"
"3","1","4","2266.000","90.000","809.000","30","17","2176.000"
"2","1","2","1038.000","0.000","0.000","30","62","1038.000"
"2","3","8","4182.000","214.000","1922.000","30","85","3968.000"
"6","3","8","4132.000","240.000","809.000","30","170","3892.000"
"6","2","15","10096.000","1149.000","4935.000","30","145","8947.000"
"3","2","8","4552.000","154.000","1384.000","30","160","4398.000"
"7","7","23","11867.000","523.000","3305.000","30","146","11344.000"
"4","2","5","2705.000","250.000","249.000","30","89","2455.000"
"4","0","6","4185.000","595.000","0.000","30","108","3590.000"
"5","4","11","4879.000","165.000","1481.000","30","148","4714.000"
"3","0","3","1077.000","392.000","0.000","30","67","685.000"
"1","0","2","1198.000","0.000","0.000","30","25","1198.000"
"2","1","4","2676.000","174.000","1564.000","29","40","2502.000"
"1","0","2","938.000","0.000","0.000","29","67","938.000"
"2","1","6","3134.000","184.000","1652.000","29","95","2950.000"
"3","3","9","5562.000","557.000","5005.000","29","141","5005.000"
"5","2","11","4919.000","702.000","2094.000","29","138","4217.000"
"5","2","6","2514.000","24.000","215.000","29","133","2490.000"
"4","3","7","4533.000","270.000","2426.000","29","137","4263.000"
"2","0","3","1347.000","220.000","0.000","29","99","1127.000"
"3","0","4","2536.000","402.000","0.000","29","78","2134.000"
"3","2","4","4269.000","209.000","1880.000","29","92","4060.000"
"5","3","6","4865.000","293.000","2634.000","29","29","4572.000"
"1","0","1","869.000","0.000","0.000","29","3","869.000"
"2","2","2","598.000","60.000","538.000","28","16","538.000"
"1","1","1","799.000","80.000","719.000","28","29","719.000"
"2","1","3","1407.000","360.000","678.000","28","22","1047.000"
"1","1","3","1667.000","0.000","0.000","28","57","1667.000"
"3","3","9","4921.000","332.000","2983.000","28","85","4589.000"
"3","3","6","3044.000","491.000","1155.000","28","83","2553.000"
"2","1","4","2166.000","90.000","808.000","28","75","2076.000"
"1","1","4","2896.000","290.000","2606.000","28","54","2606.000"
"2","1","4","1906.000","94.000","844.000","28","42","1812.000"
"3","2","14","7007.000","240.000","2157.000","28","61","6767.000"
"1","1","6","2874.000","0.000","0.000","28","32","2874.000"
"1","0","9","4342.000","0.000","0.000","28","11","4342.000"
"1","1","2","878.000","88.000","790.000","26","16","790.000"
"4","2","4","1416.000","141.000","0.000","26","40","1275.000"
"3","1","9","5432.000","303.000","2723.000","26","41","5129.000"
"3","1","4","1576.000","39.000","0.000","26","43","1537.000"
"3","0","4","2036.000","0.000","0.000","26","46","2036.000"
"3","2","3","1567.000","70.000","629.000","26","68","1497.000"
"2","1","6","3495.000","60.000","539.000","26","33","3435.000"
"1","1","3","2197.000","0.000","0.000","26","41","2197.000"
"3","2","7","3333.000","508.000","2218.000","26","55","2825.000"
"3","4","7","4633.000","767.000","1657.000","26","36","3866.000"
"1","1","1","199.000","20.000","179.000","26","5","179.000"
"2","2","2","968.000","47.000","422.000","28","50","921.000"
"2","0","2","938.000","20.000","0.000","28","25","918.000"
"2","2","2","738.000","20.000","179.000","28","35","718.000"
"3","2","5","2735.000","428.000","422.000","28","55","2307.000"
"2","2","7","3323.000","371.000","880.000","28","58","2952.000"
"2","0","3","1597.000","40.000","0.000","28","96","1557.000"
"1","0","1","499.000","150.000","0.000","28","54","349.000"
"2","0","2","1198.000","0.000","0.000","28","43","1198.000"
"3","2","3","1737.000","80.000","719.000","28","44","1657.000"
"2","1","9","4591.000","1160.000","988.000","28","76","3431.000"
"4","2","10","7372.000","350.000","3145.000","28","47","7022.000"
"3","4","8","3942.000","287.000","820.000","28","5","3655.000"
"2","1","8","3722.000","0.000","0.000","28","14","3722.000"
"3","1","5","2845.000","240.000","0.000","28","34","2605.000"
"3","3","12","6618.000","352.000","3161.000","28","57","6266.000"
"3","3","4","2287.000","135.000","718.000","28","74","2152.000"
"3","5","8","3702.000","261.000","2343.000","28","51","3441.000"
"2","1","2","1668.000","0.000","0.000","28","53","1668.000"
"1","1","0","170.000","17.000","153.000","28","57","153.000"
"3","2","9","4211.000","191.000","1715.000","28","69","4020.000"
"4","4","8","4232.000","300.000","2694.000","28","71","3932.000"
"2","4","7","4373.000","334.000","3001.000","28","57","4039.000"
"1","1","3","1297.000","130.000","1167.000","28","6","1167.000"
"3","2","4","2236.000","311.000","718.000","29","15","1925.000"
"3","1","5","3395.000","400.000","899.000","29","61","2995.000"
"3","2","6","2314.000","61.000","547.000","29","74","2253.000"
"4","2","6","3564.000","110.000","988.000","29","101","3454.000"
"1","1","2","1398.000","140.000","1258.000","29","64","1258.000"
"4","2","13","7438.000","213.000","1914.000","29","81","7225.000"
"3","1","3","2688.000","0.000","0.000","29","59","2688.000"
"4","3","8","3682.000","208.000","1868.000","29","62","3474.000"
"2","1","3","1307.000","0.000","0.000","29","46","1307.000"
"2","2","7","4233.000","268.000","988.000","29","14","3965.000"
"1","1","1","369.000","37.000","332.000","29","15","332.000"
"2","2","5","2835.000","30.000","269.000","29","42","2805.000"
"2","1","4","2136.000","117.000","1051.000","29","88","2019.000"
"2","0","2","1238.000","27.000","0.000","29","129","1211.000"
"6","4","9","5271.000","296.000","2552.000","29","190","4975.000"
"6","4","16","7754.000","162.000","1050.000","29","170","7592.000"
"3","3","8","5932.000","704.000","3930.000","29","131","5228.000"
"5","2","5","3015.000","131.000","1177.000","29","88","2884.000"
"3","1","5","3275.000","194.000","1743.000","29","90","3081.000"
"1","1","6","2644.000","74.000","664.000","29","96","2570.000"
"4","4","11","5849.000","192.000","1481.000","29","78","5657.000"
"2","0","3","1207.000","0.000","0.000","29","22","1207.000"
"1","0","2","798.000","0.000","0.000","29","15","798.000"
"2","0","4","2106.000","0.000","0.000","29","54","2106.000"
"3","2","6","3734.000","140.000","1258.000","29","94","3594.000"
"5","2","8","3422.000","71.000","637.000","29","119","3351.000"
"2","0","2","868.000","120.000","0.000","29","132","748.000"
"2","1","3","1937.000","502.000","359.000","29","143","1435.000"
"5","4","13","7247.000","90.000","469.000","29","81","7157.000"
"5","2","10","5950.000","161.000","934.000","29","86","5789.000"
"2","2","3","2497.000","170.000","809.000","29","66","2327.000"
"1","1","4","2036.000","204.000","0.000","29","78","1832.000"
"4","1","7","3773.000","0.000","0.000","29","27","3773.000"
"1","1","3","2288.000","0.000","0.000","29","11","2288.000"
"1","0","1","1090.000","709.000","0.000","29","22","381.000"
"1","1","2","1368.000","137.000","1231.000","29","24","1231.000"
"1","1","2","1098.000","30.000","0.000","29","51","1068.000"
"3","2","6","2814.000","282.000","2532.000","29","53","2532.000"
"2","0","2","1498.000","35.000","0.000","29","72","1463.000"
"1","0","2","1168.000","0.000","0.000","29","46","1168.000"
"2","2","4","2336.000","0.000","0.000","29","45","2336.000"
"3","2","6","3174.000","70.000","629.000","29","43","3104.000"
"1","0","1","999.000","0.000","0.000","29","63","999.000"
"2","1","2","1098.000","70.000","629.000","29","75","1028.000"
"2","2","10","6301.000","343.000","3083.000","29","37","5958.000"
"1","0","1","469.000","0.000","0.000","30","30","469.000"
"1","1","2","1108.000","0.000","0.000","30","26","1108.000"
"2","0","2","768.000","24.000","0.000","30","43","744.000"
"5","4","7","3943.000","308.000","1985.000","30","51","3635.000"
"5","2","12","7378.000","214.000","1922.000","30","72","7164.000"
"2","0","3","1967.000","0.000","0.000","30","42","1967.000"
"3","1","4","2997.000","846.000","1231.000","30","51","2151.000"
"3","2","5","2745.000","289.000","1680.000","30","48","2456.000"
"3","1","4","1906.000","91.000","422.000","30","76","1815.000"
"3","2","5","2905.000","86.000","422.000","30","51","2819.000"
"1","1","1","399.000","40.000","359.000","30","31","359.000"
"2","2","4","2536.000","0.000","0.000","30","32","2536.000"
"1","0","1","939.000","282.000","0.000","30","28","657.000"
"4","2","6","2474.000","120.000","1077.000","30","46","2354.000"
"4","3","7","4734.000","257.000","1610.000","30","55","4477.000"
"3","1","3","1237.000","0.000","0.000","30","49","1237.000"
"3","2","8","4872.000","267.000","2039.000","30","47","4605.000"
"3","2","3","1707.000","275.000","395.000","30","41","1432.000"
"4","3","4","2706.000","164.000","1474.000","30","29","2542.000"
"1","1","2","1308.000","44.000","395.000","30","41","1264.000"
"1","1","4","1916.000","0.000","0.000","30","50","1916.000"
"1","0","3","1537.000","0.000","0.000","30","9","1537.000"
"1","0","1","469.000","0.000","0.000","30","6","469.000"
"1","1","1","769.000","0.000","0.000","30","20","769.000"
"1","0","1","499.000","0.000","0.000","30","32","499.000"
"3","2","8","4642.000","201.000","1806.000","30","42","4441.000"
"1","1","1","399.000","40.000","359.000","30","45","359.000"
"1","1","1","699.000","0.000","0.000","30","80","699.000"
"6","3","12","7358.000","887.000","934.000","30","81","6471.000"
"2","1","5","2615.000","598.000","844.000","30","54","2017.000"
"4","4","15","10825.000","972.000","4152.000","30","61","9853.000"
"2","2","4","2076.000","225.000","754.000","30","28","1851.000"
"2","1","2","678.000","22.000","0.000","30","32","656.000"
"2","1","4","2176.000","77.000","692.000","30","37","2099.000"
"5","2","12","6058.000","285.000","2560.000","30","70","5773.000"
"3","1","5","2765.000","94.000","0.000","30","63","2671.000"
"3","1","6","2414.000","44.000","395.000","30","48","2370.000"
"5","4","15","8065.000","462.000","3799.000","30","52","7603.000"
"4","2","6","3574.000","70.000","629.000","30","42","3504.000"
"3","2","7","5485.000","415.000","3506.000","30","54","5070.000"
"3","2","5","4356.000","441.000","0.000","30","70","3915.000"
"4","1","5","3845.000","80.000","719.000","30","29","3765.000"
"2","1","3","1807.000","104.000","934.000","32","44","1703.000"
"2","1","3","1907.000","44.000","395.000","32","75","1863.000"
"4","4","10","5440.000","418.000","3755.000","32","118","5022.000"
"3","2","5","2685.000","215.000","1931.000","32","152","2470.000"
"5","2","12","6528.000","433.000","3889.000","32","160","6095.000"
"7","4","10","6261.000","114.000","1024.000","32","133","6147.000"
"3","4","9","5611.000","395.000","4078.000","32","112","5216.000"
"4","3","6","3074.000","110.000","988.000","32","66","2964.000"
"3","1","3","1637.000","20.000","179.000","32","83","1617.000"
"2","1","4","2136.000","114.000","1024.000","32","30","2022.000"
"2","1","2","1498.000","0.000","0.000","31","44","1498.000"
"3","1","7","4213.000","218.000","1509.000","31","28","3995.000"
"2","2","5","3235.000","154.000","1384.000","31","75","3081.000"
"2","1","3","1137.000","20.000","179.000","31","79","1117.000"
"2","1","3","1197.000","35.000","0.000","31","127","1162.000"
"1","0","2","1038.000","29.000","0.000","31","162","1009.000"
"4","0","9","5911.000","0.000","0.000","31","133","5911.000"
"1","0","4","2076.000","102.000","0.000","31","108","1974.000"
"3","2","3","1707.000","171.000","1536.000","31","67","1536.000"
"4","1","8","3742.000","100.000","898.000","31","81","3642.000"
"3","1","4","2206.000","147.000","1321.000","31","72","2059.000"
"2","3","3","1337.000","134.000","1203.000","31","54","1203.000"
"1","1","11","7320.000","733.000","6587.000","31","16","6587.000"
"2","3","3","1737.000","174.000","1563.000","30","16","1563.000"
"2","1","3","3519.000","177.000","0.000","30","45","3342.000"
"2","1","5","2475.000","158.000","1419.000","30","61","2317.000"
"4","4","5","3205.000","321.000","2884.000","30","52","2884.000"
"4","4","11","5349.000","429.000","3852.000","30","77","4920.000"
"3","1","5","2735.000","82.000","422.000","30","58","2653.000"
"1","1","3","1107.000","87.000","781.000","30","59","1020.000"
"1","1","2","868.000","50.000","449.000","30","50","818.000"
"2","1","4","1676.000","0.000","0.000","30","43","1676.000"
"2","0","1","429.000","0.000","0.000","30","52","429.000"
"1","1","1","599.000","300.000","0.000","31","0","299.000"
"1","0","1","669.000","0.000","0.000","30","0","669.000"
"2","0","4","2046.000","480.000","0.000","30","0","1566.000"
"2","1","4","2566.000","0.000","0.000","30","0","2566.000"
"3","0","5","2145.000","0.000","0.000","30","0","2145.000"
"3","1","4","2306.000","150.000","0.000","30","0","2156.000"
"2","1","5","3675.000","170.000","1528.000","30","0","3505.000"
"2","3","11","8951.000","1331.000","1204.000","30","0","7620.000"
"3","2","14","7357.000","587.000","5273.000","30","0","6770.000"
"3","2","7","4873.000","381.000","3424.000","30","0","4492.000"
"2","0","3","1867.000","39.000","0.000","30","0","1828.000"
"3","2","19","12302.000","1864.000","7502.000","30","0","10438.000"
"1","1","2","1298.000","130.000","1168.000","30","0","1168.000"
"3","1","4","3037.000","0.000","0.000","29","0","3037.000"
"4","3","17","10364.000","824.000","7403.000","29","0","9540.000"
"2","2","6","3735.000","198.000","1778.000","29","0","3537.000"
"5","1","9","5952.000","461.000","2875.000","29","0","5491.000"
"2","3","4","2806.000","116.000","692.000","29","0","2690.000"
"3","2","7","5454.000","746.000","2392.000","29","0","4708.000"
"1","1","1","599.000","60.000","539.000","29","0","539.000"
"1","0","1","499.000","0.000","0.000","29","0","499.000"
"1","0","3","2088.000","0.000","0.000","29","0","2088.000"
"1","0","1","499.000","0.000","0.000","27","0","499.000"
"2","1","4","2506.000","60.000","539.000","27","0","2446.000"
"1","1","8","5273.000","528.000","4745.000","27","0","4745.000"
"2","2","3","1928.000","193.000","1735.000","27","0","1735.000"
"2","0","3","1297.000","0.000","0.000","27","0","1297.000"
"1","0","1","769.000","0.000","0.000","27","0","769.000"
"1","0","1","999.000","0.000","0.000","27","0","999.000"
"1","1","1","739.000","37.000","0.000","27","0","702.000"
"1","1","1","999.000","0.000","0.000","27","0","999.000"
"1","1","2","1668.000","167.000","1501.000","27","0","1501.000"
"1","0","2","1989.000","0.000","0.000","29","0","1989.000"
"1","0","1","899.000","0.000","0.000","29","0","899.000"
"1","1","2","1638.000","164.000","1474.000","29","0","1474.000"
"1","1","4","1836.000","0.000","0.000","29","0","1836.000"
"1","1","1","99.000","10.000","89.000","29","0","89.000"
"1","1","1","599.000","60.000","539.000","29","0","539.000"
"1","1","1","499.000","50.000","449.000","29","0","449.000"
"1","1","5","3095.000","0.000","0.000","29","0","3095.000"
"1","0","1","1690.000","845.000","0.000","29","0","845.000"
"2","1","2","1538.000","54.000","485.000","29","0","1484.000"
"2","2","3","3549.000","845.000","845.000","29","0","2704.000"
"1","1","1","899.000","90.000","809.000","29","0","809.000"
"1","0","2","968.000","0.000","0.000","29","0","968.000"
"2","1","8","4712.000","422.000","3791.000","29","0","4290.000"
"1","1","1","239.000","24.000","215.000","29","0","215.000"
"2","2","3","1597.000","330.000","768.000","29","0","1267.000"
"1","0","1","239.000","0.000","0.000","29","0","239.000"
"3","1","5","3035.000","94.000","844.000","29","0","2941.000"
"2","2","5","3605.000","361.000","3244.000","29","0","3244.000"
"1","1","4","2336.000","234.000","2102.000","29","0","2102.000"
"3","3","7","5775.000","269.000","2419.000","29","0","5506.000"
"1","1","1","639.000","0.000","0.000","29","0","639.000"
"2","2","2","1268.000","127.000","1141.000","29","0","1141.000"
"1","1","3","2197.000","220.000","1977.000","29","0","1977.000"
"1","1","4","2206.000","0.000","0.000","29","0","2206.000"
"1","1","1","299.000","15.000","0.000","29","0","284.000"
"2","3","6","4495.000","544.000","3623.000","29","0","3951.000"
"1","1","1","999.000","0.000","0.000","29","0","999.000"
"1","0","9","5041.000","0.000","0.000","29","0","5041.000"
"3","3","9","7633.000","1640.000","4898.000","29","0","5993.000"
"2","1","4","2266.000","49.000","0.000","29","0","2217.000"
"2","2","8","7075.000","708.000","6367.000","29","0","6367.000"
"1","0","2","1038.000","0.000","0.000","29","0","1038.000"
"3","3","9","6362.000","318.000","2856.000","29","0","6044.000"
"1","0","1","469.000","0.000","0.000","29","0","469.000"
"2","2","4","2276.000","0.000","0.000","29","0","2276.000"
"1","1","2","838.000","19.000","0.000","29","0","819.000"
"1","1","3","3670.000","258.000","2322.000","29","0","3412.000"
"1","0","2","1138.000","0.000","0.000","29","0","1138.000"
"4","0","9","5792.000","0.000","0.000","29","0","5792.000"
"4","3","5","2905.000","234.000","2102.000","29","0","2671.000"
"4","3","8","4433.000","390.000","3504.000","29","0","4043.000"
"2","1","5","3626.000","137.000","1231.000","29","0","3489.000"
"4","2","11","6499.000","0.000","0.000","29","0","6499.000"
"2","1","6","3214.000","77.000","692.000","29","0","3137.000"
"1","1","1","499.000","50.000","449.000","29","0","449.000"
"1","1","2","1138.000","0.000","0.000","29","0","1138.000"
"4","2","16","11215.000","922.000","8286.000","29","0","10293.000"
"4","6","32","22031.000","1771.000","15917.000","29","0","20260.000"
"5","5","18","11495.000","426.000","2211.000","29","0","11069.000"
"4","3","10","5850.000","668.000","1419.000","29","0","5182.000"
"2","2","10","7002.000","293.000","2634.000","29","0","6709.000"
"4","3","26","17445.000","1596.000","7035.000","29","0","15849.000"
"7","6","40","28816.000","2313.000","14342.000","29","0","26503.000"
"3","3","18","13564.000","963.000","4612.000","29","0","12601.000"
"4","1","9","6162.000","139.000","1251.000","29","0","6023.000"
"6","2","21","18323.000","3001.000","2490.000","29","0","15322.000"
"4","3","10","12003.000","1151.000","10353.000","29","0","10852.000"
"7","4","20","11921.000","459.000","2856.000","29","0","11462.000"
"4","2","14","8807.000","859.000","2083.000","29","0","7948.000"
"1","1","1","539.000","0.000","0.000","30","0","539.000"
"2","1","2","2789.000","995.000","995.000","30","0","1794.000"
"3","1","4","2446.000","300.000","0.000","30","0","2146.000"
"3","4","7","4173.000","241.000","1653.000","30","0","3932.000"
"2","2","4","2466.000","247.000","2219.000","30","0","2219.000"
"2","2","6","2814.000","282.000","2532.000","30","0","2532.000"
"2","1","2","838.000","30.000","269.000","30","0","808.000"
"1","0","3","2337.000","0.000","0.000","30","0","2337.000"
"4","3","11","7609.000","620.000","4951.000","30","0","6989.000"
